library,type,name,width_um,height_um,area_um2
gf180mcu_fd_sc_mcu9t5v0,bufz,gf180mcu_fd_sc_mcu9t5v0__bufz_8,18.48,5.04,93.1392
gf180mcu_fd_sc_mcu9t5v0,clkbuf,gf180mcu_fd_sc_mcu9t5v0__clkbuf_1,3.36,5.04,16.9344
gf180mcu_fd_sc_mcu9t5v0,clkbuf,gf180mcu_fd_sc_mcu9t5v0__clkbuf_12,21.28,5.04,107.25120000000001
gf180mcu_fd_sc_mcu9t5v0,clkbuf,gf180mcu_fd_sc_mcu9t5v0__clkbuf_2,4.48,5.04,22.579200000000004
gf180mcu_fd_sc_mcu9t5v0,clkbuf,gf180mcu_fd_sc_mcu9t5v0__clkbuf_20,34.72,5.04,174.9888
gf180mcu_fd_sc_mcu9t5v0,clkbuf,gf180mcu_fd_sc_mcu9t5v0__clkbuf_3,7.84,5.04,39.5136
gf180mcu_fd_sc_mcu9t5v0,clkbuf,gf180mcu_fd_sc_mcu9t5v0__clkbuf_4,7.84,5.04,39.5136
gf180mcu_fd_sc_mcu9t5v0,clkbuf,gf180mcu_fd_sc_mcu9t5v0__clkbuf_8,14.56,5.04,73.3824
gf180mcu_fd_sc_mcu9t5v0,clkinv,gf180mcu_fd_sc_mcu9t5v0__clkinv_1,2.24,5.04,11.289600000000002
gf180mcu_fd_sc_mcu9t5v0,clkinv,gf180mcu_fd_sc_mcu9t5v0__clkinv_12,14.56,5.04,73.3824
gf180mcu_fd_sc_mcu9t5v0,clkinv,gf180mcu_fd_sc_mcu9t5v0__clkinv_16,19.04,5.04,95.96159999999999
gf180mcu_fd_sc_mcu9t5v0,clkinv,gf180mcu_fd_sc_mcu9t5v0__clkinv_2,3.36,5.04,16.9344
gf180mcu_fd_sc_mcu9t5v0,clkinv,gf180mcu_fd_sc_mcu9t5v0__clkinv_20,23.52,5.04,118.5408
gf180mcu_fd_sc_mcu9t5v0,clkinv,gf180mcu_fd_sc_mcu9t5v0__clkinv_3,4.48,5.04,22.579200000000004
gf180mcu_fd_sc_mcu9t5v0,clkinv,gf180mcu_fd_sc_mcu9t5v0__clkinv_4,5.6,5.04,28.223999999999997
gf180mcu_fd_sc_mcu9t5v0,clkinv,gf180mcu_fd_sc_mcu9t5v0__clkinv_8,10.08,5.04,50.803200000000004
gf180mcu_fd_sc_mcu9t5v0,dffnq,gf180mcu_fd_sc_mcu9t5v0__dffnq_1,16.8,5.04,84.67200000000001
gf180mcu_fd_sc_mcu9t5v0,dffnq,gf180mcu_fd_sc_mcu9t5v0__dffnq_2,17.36,5.04,87.4944
gf180mcu_fd_sc_mcu9t5v0,dffnq,gf180mcu_fd_sc_mcu9t5v0__dffnq_4,19.6,5.04,98.784
gf180mcu_fd_sc_mcu9t5v0,dffnrnq,gf180mcu_fd_sc_mcu9t5v0__dffnrnq_1,17.92,5.04,90.31680000000001
gf180mcu_fd_sc_mcu9t5v0,dffnrnq,gf180mcu_fd_sc_mcu9t5v0__dffnrnq_2,19.6,5.04,98.784
gf180mcu_fd_sc_mcu9t5v0,dffnrnq,gf180mcu_fd_sc_mcu9t5v0__dffnrnq_4,21.84,5.04,110.0736
gf180mcu_fd_sc_mcu9t5v0,dffnrsnq,gf180mcu_fd_sc_mcu9t5v0__dffnrsnq_1,21.28,5.04,107.25120000000001
gf180mcu_fd_sc_mcu9t5v0,dffnrsnq,gf180mcu_fd_sc_mcu9t5v0__dffnrsnq_2,22.4,5.04,112.89599999999999
gf180mcu_fd_sc_mcu9t5v0,dffnrsnq,gf180mcu_fd_sc_mcu9t5v0__dffnrsnq_4,24.64,5.04,124.18560000000001
gf180mcu_fd_sc_mcu9t5v0,dffnsnq,gf180mcu_fd_sc_mcu9t5v0__dffnsnq_1,20.16,5.04,101.60640000000001
gf180mcu_fd_sc_mcu9t5v0,dffnsnq,gf180mcu_fd_sc_mcu9t5v0__dffnsnq_2,21.28,5.04,107.25120000000001
gf180mcu_fd_sc_mcu9t5v0,dffnsnq,gf180mcu_fd_sc_mcu9t5v0__dffnsnq_4,23.52,5.04,118.5408
gf180mcu_fd_sc_mcu9t5v0,dffq,gf180mcu_fd_sc_mcu9t5v0__dffq_1,15.68,5.04,79.0272
gf180mcu_fd_sc_mcu9t5v0,dffq,gf180mcu_fd_sc_mcu9t5v0__dffq_2,16.8,5.04,84.67200000000001
gf180mcu_fd_sc_mcu9t5v0,dffq,gf180mcu_fd_sc_mcu9t5v0__dffq_4,19.6,5.04,98.784
gf180mcu_fd_sc_mcu9t5v0,dffrnq,gf180mcu_fd_sc_mcu9t5v0__dffrnq_1,17.92,5.04,90.31680000000001
gf180mcu_fd_sc_mcu9t5v0,dffrnq,gf180mcu_fd_sc_mcu9t5v0__dffrnq_2,19.04,5.04,95.96159999999999
gf180mcu_fd_sc_mcu9t5v0,dffrnq,gf180mcu_fd_sc_mcu9t5v0__dffrnq_4,21.28,5.04,107.25120000000001
gf180mcu_fd_sc_mcu9t5v0,dffrsnq,gf180mcu_fd_sc_mcu9t5v0__dffrsnq_1,20.72,5.04,104.4288
gf180mcu_fd_sc_mcu9t5v0,dffrsnq,gf180mcu_fd_sc_mcu9t5v0__dffrsnq_2,21.84,5.04,110.0736
gf180mcu_fd_sc_mcu9t5v0,dffrsnq,gf180mcu_fd_sc_mcu9t5v0__dffrsnq_4,24.08,5.04,121.36319999999999
gf180mcu_fd_sc_mcu9t5v0,dffsnq,gf180mcu_fd_sc_mcu9t5v0__dffsnq_1,20.16,5.04,101.60640000000001
gf180mcu_fd_sc_mcu9t5v0,dffsnq,gf180mcu_fd_sc_mcu9t5v0__dffsnq_2,20.72,5.04,104.4288
gf180mcu_fd_sc_mcu9t5v0,dffsnq,gf180mcu_fd_sc_mcu9t5v0__dffsnq_4,23.52,5.04,118.5408
gf180mcu_fd_sc_mcu9t5v0,dlya,gf180mcu_fd_sc_mcu9t5v0__dlya_1,6.16,5.04,31.046400000000002
gf180mcu_fd_sc_mcu9t5v0,dlya,gf180mcu_fd_sc_mcu9t5v0__dlya_2,7.28,5.04,36.6912
gf180mcu_fd_sc_mcu9t5v0,dlya,gf180mcu_fd_sc_mcu9t5v0__dlya_4,9.52,5.04,47.980799999999995
gf180mcu_fd_sc_mcu9t5v0,dlyb,gf180mcu_fd_sc_mcu9t5v0__dlyb_1,7.28,5.04,36.6912
gf180mcu_fd_sc_mcu9t5v0,dlyb,gf180mcu_fd_sc_mcu9t5v0__dlyb_2,8.4,5.04,42.336000000000006
gf180mcu_fd_sc_mcu9t5v0,dlyb,gf180mcu_fd_sc_mcu9t5v0__dlyb_4,10.64,5.04,53.625600000000006
gf180mcu_fd_sc_mcu9t5v0,dlyc,gf180mcu_fd_sc_mcu9t5v0__dlyc_1,11.2,5.04,56.44799999999999
gf180mcu_fd_sc_mcu9t5v0,dlyc,gf180mcu_fd_sc_mcu9t5v0__dlyc_2,12.32,5.04,62.092800000000004
gf180mcu_fd_sc_mcu9t5v0,dlyc,gf180mcu_fd_sc_mcu9t5v0__dlyc_4,14.56,5.04,73.3824
gf180mcu_fd_sc_mcu9t5v0,dlyd,gf180mcu_fd_sc_mcu9t5v0__dlyd_1,15.12,5.04,76.20479999999999
gf180mcu_fd_sc_mcu9t5v0,dlyd,gf180mcu_fd_sc_mcu9t5v0__dlyd_2,16.24,5.04,81.8496
gf180mcu_fd_sc_mcu9t5v0,dlyd,gf180mcu_fd_sc_mcu9t5v0__dlyd_4,18.48,5.04,93.1392
gf180mcu_fd_sc_mcu9t5v0,endcap,gf180mcu_fd_sc_mcu9t5v0__endcap,1.12,5.04,5.644800000000001
gf180mcu_fd_sc_mcu9t5v0,fill,gf180mcu_fd_sc_mcu9t5v0__fill_1,0.56,5.04,2.8224000000000005
gf180mcu_fd_sc_mcu9t5v0,fill,gf180mcu_fd_sc_mcu9t5v0__fill_16,8.96,5.04,45.15840000000001
gf180mcu_fd_sc_mcu9t5v0,fill,gf180mcu_fd_sc_mcu9t5v0__fill_2,1.12,5.04,5.644800000000001
gf180mcu_fd_sc_mcu9t5v0,fill,gf180mcu_fd_sc_mcu9t5v0__fill_32,17.92,5.04,90.31680000000001
gf180mcu_fd_sc_mcu9t5v0,fill,gf180mcu_fd_sc_mcu9t5v0__fill_4,2.24,5.04,11.289600000000002
gf180mcu_fd_sc_mcu9t5v0,fill,gf180mcu_fd_sc_mcu9t5v0__fill_64,35.84,5.04,180.63360000000003
gf180mcu_fd_sc_mcu9t5v0,fill,gf180mcu_fd_sc_mcu9t5v0__fill_8,4.48,5.04,22.579200000000004
gf180mcu_fd_sc_mcu9t5v0,fillcap,gf180mcu_fd_sc_mcu9t5v0__fillcap_16,8.96,5.04,45.15840000000001
gf180mcu_fd_sc_mcu9t5v0,fillcap,gf180mcu_fd_sc_mcu9t5v0__fillcap_32,17.92,5.04,90.31680000000001
gf180mcu_fd_sc_mcu9t5v0,fillcap,gf180mcu_fd_sc_mcu9t5v0__fillcap_4,2.24,5.04,11.289600000000002
gf180mcu_fd_sc_mcu9t5v0,fillcap,gf180mcu_fd_sc_mcu9t5v0__fillcap_64,35.84,5.04,180.63360000000003
gf180mcu_fd_sc_mcu9t5v0,fillcap,gf180mcu_fd_sc_mcu9t5v0__fillcap_8,4.48,5.04,22.579200000000004
gf180mcu_fd_sc_mcu9t5v0,filltie,gf180mcu_fd_sc_mcu9t5v0__filltie,1.12,5.04,5.644800000000001
gf180mcu_fd_sc_mcu9t5v0,hold,gf180mcu_fd_sc_mcu9t5v0__hold,5.04,5.04,25.401600000000002
gf180mcu_fd_sc_mcu9t5v0,icgtn,gf180mcu_fd_sc_mcu9t5v0__icgtn_1,16.8,5.04,84.67200000000001
gf180mcu_fd_sc_mcu9t5v0,icgtn,gf180mcu_fd_sc_mcu9t5v0__icgtn_2,17.92,5.04,90.31680000000001
gf180mcu_fd_sc_mcu9t5v0,icgtn,gf180mcu_fd_sc_mcu9t5v0__icgtn_4,20.16,5.04,101.60640000000001
gf180mcu_fd_sc_mcu9t5v0,icgtp,gf180mcu_fd_sc_mcu9t5v0__icgtp_1,15.12,5.04,76.20479999999999
gf180mcu_fd_sc_mcu9t5v0,icgtp,gf180mcu_fd_sc_mcu9t5v0__icgtp_2,15.68,5.04,79.0272
gf180mcu_fd_sc_mcu9t5v0,icgtp,gf180mcu_fd_sc_mcu9t5v0__icgtp_4,17.92,5.04,90.31680000000001
gf180mcu_fd_sc_mcu9t5v0,inv,gf180mcu_fd_sc_mcu9t5v0__inv_1,2.24,5.04,11.289600000000002
gf180mcu_fd_sc_mcu9t5v0,inv,gf180mcu_fd_sc_mcu9t5v0__inv_12,14.56,5.04,73.3824
gf180mcu_fd_sc_mcu9t5v0,inv,gf180mcu_fd_sc_mcu9t5v0__inv_16,19.04,5.04,95.96159999999999
gf180mcu_fd_sc_mcu9t5v0,inv,gf180mcu_fd_sc_mcu9t5v0__inv_2,3.36,5.04,16.9344
gf180mcu_fd_sc_mcu9t5v0,inv,gf180mcu_fd_sc_mcu9t5v0__inv_20,23.52,5.04,118.5408
gf180mcu_fd_sc_mcu9t5v0,inv,gf180mcu_fd_sc_mcu9t5v0__inv_3,4.48,5.04,22.579200000000004
gf180mcu_fd_sc_mcu9t5v0,inv,gf180mcu_fd_sc_mcu9t5v0__inv_4,5.6,5.04,28.223999999999997
gf180mcu_fd_sc_mcu9t5v0,inv,gf180mcu_fd_sc_mcu9t5v0__inv_8,10.08,5.04,50.803200000000004
gf180mcu_fd_sc_mcu9t5v0,invz,gf180mcu_fd_sc_mcu9t5v0__invz_1,9.52,5.04,47.980799999999995
gf180mcu_fd_sc_mcu9t5v0,invz,gf180mcu_fd_sc_mcu9t5v0__invz_12,29.12,5.04,146.7648
gf180mcu_fd_sc_mcu9t5v0,invz,gf180mcu_fd_sc_mcu9t5v0__invz_16,36.96,5.04,186.2784
gf180mcu_fd_sc_mcu9t5v0,invz,gf180mcu_fd_sc_mcu9t5v0__invz_2,9.52,5.04,47.980799999999995
gf180mcu_fd_sc_mcu9t5v0,invz,gf180mcu_fd_sc_mcu9t5v0__invz_3,12.88,5.04,64.9152
gf180mcu_fd_sc_mcu9t5v0,invz,gf180mcu_fd_sc_mcu9t5v0__invz_4,13.44,5.04,67.7376
gf180mcu_fd_sc_mcu9t5v0,invz,gf180mcu_fd_sc_mcu9t5v0__invz_8,20.72,5.04,104.4288
gf180mcu_fd_sc_mcu9t5v0,latq,gf180mcu_fd_sc_mcu9t5v0__latq_1,11.2,5.04,56.44799999999999
gf180mcu_fd_sc_mcu9t5v0,latq,gf180mcu_fd_sc_mcu9t5v0__latq_2,12.32,5.04,62.092800000000004
gf180mcu_fd_sc_mcu9t5v0,latq,gf180mcu_fd_sc_mcu9t5v0__latq_4,15.68,5.04,79.0272
gf180mcu_fd_sc_mcu9t5v0,latrnq,gf180mcu_fd_sc_mcu9t5v0__latrnq_1,12.88,5.04,64.9152
gf180mcu_fd_sc_mcu9t5v0,latrnq,gf180mcu_fd_sc_mcu9t5v0__latrnq_4,17.92,5.04,90.31680000000001
gf180mcu_fd_sc_mcu9t5v0,latrsnq,gf180mcu_fd_sc_mcu9t5v0__latrsnq_1,13.44,5.04,67.7376
gf180mcu_fd_sc_mcu9t5v0,latrsnq,gf180mcu_fd_sc_mcu9t5v0__latrsnq_2,14.56,5.04,73.3824
gf180mcu_fd_sc_mcu9t5v0,latrsnq,gf180mcu_fd_sc_mcu9t5v0__latrsnq_4,17.36,5.04,87.4944
gf180mcu_fd_sc_mcu9t5v0,latsnq,gf180mcu_fd_sc_mcu9t5v0__latsnq_1,11.76,5.04,59.2704
gf180mcu_fd_sc_mcu9t5v0,latsnq,gf180mcu_fd_sc_mcu9t5v0__latsnq_2,12.32,5.04,62.092800000000004
gf180mcu_fd_sc_mcu9t5v0,latsnq,gf180mcu_fd_sc_mcu9t5v0__latsnq_4,15.68,5.04,79.0272
gf180mcu_fd_sc_mcu9t5v0,mux2,gf180mcu_fd_sc_mcu9t5v0__mux2_1,7.28,5.04,36.6912
gf180mcu_fd_sc_mcu9t5v0,mux2,gf180mcu_fd_sc_mcu9t5v0__mux2_2,8.4,5.04,42.336000000000006
gf180mcu_fd_sc_mcu9t5v0,mux2,gf180mcu_fd_sc_mcu9t5v0__mux2_4,10.64,5.04,53.625600000000006
gf180mcu_fd_sc_mcu9t5v0,mux4,gf180mcu_fd_sc_mcu9t5v0__mux4_1,17.36,5.04,87.4944
gf180mcu_fd_sc_mcu9t5v0,mux4,gf180mcu_fd_sc_mcu9t5v0__mux4_2,19.04,5.04,95.96159999999999
gf180mcu_fd_sc_mcu9t5v0,mux4,gf180mcu_fd_sc_mcu9t5v0__mux4_4,21.28,5.04,107.25120000000001
gf180mcu_fd_sc_mcu9t5v0,nand2,gf180mcu_fd_sc_mcu9t5v0__nand2_1,2.8,5.04,14.111999999999998
gf180mcu_fd_sc_mcu9t5v0,nand2,gf180mcu_fd_sc_mcu9t5v0__nand2_2,5.04,5.04,25.401600000000002
gf180mcu_fd_sc_mcu9t5v0,nand2,gf180mcu_fd_sc_mcu9t5v0__nand2_4,8.96,5.04,45.15840000000001
gf180mcu_fd_sc_mcu9t5v0,nand3,gf180mcu_fd_sc_mcu9t5v0__nand3_1,3.92,5.04,19.7568
gf180mcu_fd_sc_mcu9t5v0,nand3,gf180mcu_fd_sc_mcu9t5v0__nand3_2,7.28,5.04,36.6912
gf180mcu_fd_sc_mcu9t5v0,nand4,gf180mcu_fd_sc_mcu9t5v0__nand4_1,5.04,5.04,25.401600000000002
gf180mcu_fd_sc_mcu9t5v0,nand4,gf180mcu_fd_sc_mcu9t5v0__nand4_2,8.96,5.04,45.15840000000001
gf180mcu_fd_sc_mcu9t5v0,nand4,gf180mcu_fd_sc_mcu9t5v0__nand4_4,17.36,5.04,87.4944
gf180mcu_fd_sc_mcu9t5v0,nor2,gf180mcu_fd_sc_mcu9t5v0__nor2_1,3.36,5.04,16.9344
gf180mcu_fd_sc_mcu9t5v0,nor2,gf180mcu_fd_sc_mcu9t5v0__nor2_2,5.6,5.04,28.223999999999997
gf180mcu_fd_sc_mcu9t5v0,nor2,gf180mcu_fd_sc_mcu9t5v0__nor2_4,10.08,5.04,50.803200000000004
gf180mcu_fd_sc_mcu9t5v0,nor3,gf180mcu_fd_sc_mcu9t5v0__nor3_1,4.48,5.04,22.579200000000004
gf180mcu_fd_sc_mcu9t5v0,nor3,gf180mcu_fd_sc_mcu9t5v0__nor3_2,7.84,5.04,39.5136
gf180mcu_fd_sc_mcu9t5v0,nor3,gf180mcu_fd_sc_mcu9t5v0__nor3_4,14.56,5.04,73.3824
gf180mcu_fd_sc_mcu9t5v0,nor4,gf180mcu_fd_sc_mcu9t5v0__nor4_1,5.6,5.04,28.223999999999997
gf180mcu_fd_sc_mcu9t5v0,nor4,gf180mcu_fd_sc_mcu9t5v0__nor4_2,10.08,5.04,50.803200000000004
gf180mcu_fd_sc_mcu9t5v0,nor4,gf180mcu_fd_sc_mcu9t5v0__nor4_4,21.28,5.04,107.25120000000001
gf180mcu_fd_sc_mcu9t5v0,oai211,gf180mcu_fd_sc_mcu9t5v0__oai211_1,5.6,5.04,28.223999999999997
gf180mcu_fd_sc_mcu9t5v0,oai211,gf180mcu_fd_sc_mcu9t5v0__oai211_2,9.52,5.04,47.980799999999995
gf180mcu_fd_sc_mcu9t5v0,oai211,gf180mcu_fd_sc_mcu9t5v0__oai211_4,17.92,5.04,90.31680000000001
gf180mcu_fd_sc_mcu9t5v0,oai21,gf180mcu_fd_sc_mcu9t5v0__oai21_1,4.48,5.04,22.579200000000004
gf180mcu_fd_sc_mcu9t5v0,oai21,gf180mcu_fd_sc_mcu9t5v0__oai21_2,7.84,5.04,39.5136
gf180mcu_fd_sc_mcu9t5v0,oai21,gf180mcu_fd_sc_mcu9t5v0__oai21_4,14.56,5.04,73.3824
gf180mcu_fd_sc_mcu9t5v0,oai221,gf180mcu_fd_sc_mcu9t5v0__oai221_1,6.72,5.04,33.8688
gf180mcu_fd_sc_mcu9t5v0,oai221,gf180mcu_fd_sc_mcu9t5v0__oai221_2,12.32,5.04,62.092800000000004
gf180mcu_fd_sc_mcu9t5v0,oai221,gf180mcu_fd_sc_mcu9t5v0__oai221_4,24.08,5.04,121.36319999999999
gf180mcu_fd_sc_mcu9t5v0,oai222,gf180mcu_fd_sc_mcu9t5v0__oai222_1,8.4,5.04,42.336000000000006
gf180mcu_fd_sc_mcu9t5v0,oai222,gf180mcu_fd_sc_mcu9t5v0__oai222_2,15.12,5.04,76.20479999999999
gf180mcu_fd_sc_mcu9t5v0,oai222,gf180mcu_fd_sc_mcu9t5v0__oai222_4,28.56,5.04,143.9424
gf180mcu_fd_sc_mcu9t5v0,oai22,gf180mcu_fd_sc_mcu9t5v0__oai22_1,5.6,5.04,28.223999999999997
gf180mcu_fd_sc_mcu9t5v0,oai22,gf180mcu_fd_sc_mcu9t5v0__oai22_2,10.08,5.04,50.803200000000004
gf180mcu_fd_sc_mcu9t5v0,oai22,gf180mcu_fd_sc_mcu9t5v0__oai22_4,19.04,5.04,95.96159999999999
gf180mcu_fd_sc_mcu9t5v0,oai31,gf180mcu_fd_sc_mcu9t5v0__oai31_1,5.6,5.04,28.223999999999997
gf180mcu_fd_sc_mcu9t5v0,oai31,gf180mcu_fd_sc_mcu9t5v0__oai31_2,10.08,5.04,50.803200000000004
gf180mcu_fd_sc_mcu9t5v0,oai31,gf180mcu_fd_sc_mcu9t5v0__oai31_4,19.6,5.04,98.784
gf180mcu_fd_sc_mcu9t5v0,oai32,gf180mcu_fd_sc_mcu9t5v0__oai32_1,6.72,5.04,33.8688
gf180mcu_fd_sc_mcu9t5v0,oai32,gf180mcu_fd_sc_mcu9t5v0__oai32_2,12.32,5.04,62.092800000000004
gf180mcu_fd_sc_mcu9t5v0,oai32,gf180mcu_fd_sc_mcu9t5v0__oai32_4,24.08,5.04,121.36319999999999
gf180mcu_fd_sc_mcu9t5v0,oai33,gf180mcu_fd_sc_mcu9t5v0__oai33_1,7.84,5.04,39.5136
gf180mcu_fd_sc_mcu9t5v0,oai33,gf180mcu_fd_sc_mcu9t5v0__oai33_2,14.56,5.04,73.3824
gf180mcu_fd_sc_mcu9t5v0,oai33,gf180mcu_fd_sc_mcu9t5v0__oai33_4,28.56,5.04,143.9424
gf180mcu_fd_sc_mcu9t5v0,or2,gf180mcu_fd_sc_mcu9t5v0__or2_1,4.48,5.04,22.579200000000004
gf180mcu_fd_sc_mcu9t5v0,or2,gf180mcu_fd_sc_mcu9t5v0__or2_2,5.6,5.04,28.223999999999997
gf180mcu_fd_sc_mcu9t5v0,or2,gf180mcu_fd_sc_mcu9t5v0__or2_4,10.08,5.04,50.803200000000004
gf180mcu_fd_sc_mcu9t5v0,or3,gf180mcu_fd_sc_mcu9t5v0__or3_1,6.16,5.04,31.046400000000002
gf180mcu_fd_sc_mcu9t5v0,or3,gf180mcu_fd_sc_mcu9t5v0__or3_2,6.72,5.04,33.8688
gf180mcu_fd_sc_mcu9t5v0,or3,gf180mcu_fd_sc_mcu9t5v0__or3_4,12.32,5.04,62.092800000000004
gf180mcu_fd_sc_mcu9t5v0,or4,gf180mcu_fd_sc_mcu9t5v0__or4_1,7.28,5.04,36.6912
gf180mcu_fd_sc_mcu9t5v0,or4,gf180mcu_fd_sc_mcu9t5v0__or4_2,7.84,5.04,39.5136
gf180mcu_fd_sc_mcu9t5v0,or4,gf180mcu_fd_sc_mcu9t5v0__or4_4,14.56,5.04,73.3824
gf180mcu_fd_sc_mcu9t5v0,sdffq,gf180mcu_fd_sc_mcu9t5v0__sdffq_1,21.28,5.04,107.25120000000001
gf180mcu_fd_sc_mcu9t5v0,sdffq,gf180mcu_fd_sc_mcu9t5v0__sdffq_2,22.4,5.04,112.89599999999999
gf180mcu_fd_sc_mcu9t5v0,sdffq,gf180mcu_fd_sc_mcu9t5v0__sdffq_4,24.64,5.04,124.18560000000001
gf180mcu_fd_sc_mcu9t5v0,sdffrnq,gf180mcu_fd_sc_mcu9t5v0__sdffrnq_1,22.96,5.04,115.7184
gf180mcu_fd_sc_mcu9t5v0,sdffrnq,gf180mcu_fd_sc_mcu9t5v0__sdffrnq_2,23.52,5.04,118.5408
gf180mcu_fd_sc_mcu9t5v0,sdffrnq,gf180mcu_fd_sc_mcu9t5v0__sdffrnq_4,26.32,5.04,132.6528
gf180mcu_fd_sc_mcu9t5v0,sdffrsnq,gf180mcu_fd_sc_mcu9t5v0__sdffrsnq_1,25.76,5.04,129.8304
gf180mcu_fd_sc_mcu9t5v0,sdffrsnq,gf180mcu_fd_sc_mcu9t5v0__sdffrsnq_2,26.88,5.04,135.4752
gf180mcu_fd_sc_mcu9t5v0,sdffrsnq,gf180mcu_fd_sc_mcu9t5v0__sdffrsnq_4,29.12,5.04,146.7648
gf180mcu_fd_sc_mcu9t5v0,sdffsnq,gf180mcu_fd_sc_mcu9t5v0__sdffsnq_1,24.64,5.04,124.18560000000001
gf180mcu_fd_sc_mcu9t5v0,sdffsnq,gf180mcu_fd_sc_mcu9t5v0__sdffsnq_2,25.2,5.04,127.008
gf180mcu_fd_sc_mcu9t5v0,sdffsnq,gf180mcu_fd_sc_mcu9t5v0__sdffsnq_4,27.44,5.04,138.29760000000002
gf180mcu_fd_sc_mcu9t5v0,tieh,gf180mcu_fd_sc_mcu9t5v0__tieh,2.24,5.04,11.289600000000002
gf180mcu_fd_sc_mcu9t5v0,tiel,gf180mcu_fd_sc_mcu9t5v0__tiel,2.24,5.04,11.289600000000002
gf180mcu_fd_sc_mcu9t5v0,xnor2,gf180mcu_fd_sc_mcu9t5v0__xnor2_1,6.72,5.04,33.8688
gf180mcu_fd_sc_mcu9t5v0,xnor2,gf180mcu_fd_sc_mcu9t5v0__xnor2_2,9.52,5.04,47.980799999999995
gf180mcu_fd_sc_mcu9t5v0,xnor2,gf180mcu_fd_sc_mcu9t5v0__xnor2_4,11.76,5.04,59.2704
gf180mcu_fd_sc_mcu9t5v0,xnor3,gf180mcu_fd_sc_mcu9t5v0__xnor3_1,12.88,5.04,64.9152
gf180mcu_fd_sc_mcu9t5v0,xnor3,gf180mcu_fd_sc_mcu9t5v0__xnor3_2,15.68,5.04,79.0272
gf180mcu_fd_sc_mcu9t5v0,xnor3,gf180mcu_fd_sc_mcu9t5v0__xnor3_4,17.92,5.04,90.31680000000001
gf180mcu_fd_sc_mcu9t5v0,xor2,gf180mcu_fd_sc_mcu9t5v0__xor2_1,6.72,5.04,33.8688
gf180mcu_fd_sc_mcu9t5v0,xor2,gf180mcu_fd_sc_mcu9t5v0__xor2_2,9.52,5.04,47.980799999999995
gf180mcu_fd_sc_mcu9t5v0,xor2,gf180mcu_fd_sc_mcu9t5v0__xor2_4,11.76,5.04,59.2704
gf180mcu_fd_sc_mcu9t5v0,xor3,gf180mcu_fd_sc_mcu9t5v0__xor3_1,12.88,5.04,64.9152
gf180mcu_fd_sc_mcu9t5v0,xor3,gf180mcu_fd_sc_mcu9t5v0__xor3_2,15.68,5.04,79.0272
gf180mcu_fd_sc_mcu9t5v0,xor3,gf180mcu_fd_sc_mcu9t5v0__xor3_4,17.92,5.04,90.31680000000001
